place_id,query,name,state,lon,lat,est,json_url
ChIJXZ2tFKorzYcRzAPIyKwyaLA,winery,Spa City Tropical Winery & Gifts,AR,-93.0536034,34.5158919,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BAR&region=US
ChIJgb3NYMWv0ocROYVYAVzCg8w,winery,Bear Kingdom Vineyard Inc,AR,-92.31364599999999,34.630946,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BAR&region=US
ChIJE1w07PuRP4gRampONE6iDLc,winery,A. R. Winery,AR,-84.51592500000001,40.021704,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BAR&region=US
ChIJPSV1n6_K3IAR7q7iap7LqdM,winery,"San Antonio Winery - Ontario Wine Tasting, Gift Shop & Event Center",CA,-117.558986,34.022213,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJeTVvevnF7IARFcDEVEFipzU,winery,Eberle Winery,CA,-120.6281877,35.6498338,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJ59NNPh9524AR0xBnHcXlyaU,winery,South Coast Winery Resort & Spa,CA,-117.0522391,33.533747,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJjUCKsYbP7IARxC5mCNVclyE,winery,"San Antonio Winery, Paso Robles - Tasting Room, Bistro & Event Venue",CA,-120.672806,35.645123,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJy3ahB3EEhIARR60LAcc2k4g,winery,Bella Vineyards & Wine Caves,CA,-122.9807797,38.7059305,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJGXYwxH6p7oARtCV7JG45J8M,winery,Sanford Winery,CA,-120.329219,34.608741,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJo36BbdlgmoARJbiUG30sT2I,winery,Andis Wines,CA,-120.8185681,38.5215039,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJHzWOU3oRhIARrmpqIsIiAiQ,winery,Stonestreet Winery,CA,-122.8173529,38.6624821,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJH1iqDT2phYAROLQAfJJ_0J8,winery,Gundlach Bundschu Winery,CA,-122.4251252,38.2748182,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJM9589Z4gjoARSpjRVe64qBs,winery,Guglielmo Winery,CA,-121.634323,37.145724,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJEzLqZNV424ARrpGWhJUlcpQ,winery,Miramonte Winery,CA,-117.078026,33.5256355,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJh3Sqnl9NhIARImRUxt86iFY,winery,Benziger Family Winery,CA,-122.5427163,38.3608081,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJEZqKildvkoARPRKQnRGgfj4,winery,Hahn Estate,CA,-121.383945,36.3785325,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJCY6Cbwg2joAR2mloLv0NqsU,winery,Testarossa Winery,CA,-121.981544,37.21347799999999,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJPwa3-utQmoARnVl2OwpCE04,winery,Boeger Winery,CA,-120.7747328,38.7427956,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJAyO9l3pV6YARbGzt-IDSv7I,winery,Fess Parker Winery & Vineyard,CA,-120.11879,34.742742,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCA&region=US
ChIJmx4GLKJQE4cRsiwq4D5hvbY,winery,D'Vine Wine Manitou Springs,CO,-104.9180098,38.8592169,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCO&region=US
ChIJ_1ERgV54bIcRjylDhoA_lIA,winery,Bonacquisti Wine Company,CO,-105.00582,39.780859,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCO&region=US
ChIJBSg-A_bSwYcRWs4CBiF-PKw,winery,Windy Wine Co,CO,-94.43185369999999,39.7696748,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCO&region=US
ChIJ4fFNyh4hR4cRFwiCgDSmACQ,winery,Talon Wine Brands,CO,-108.3606538,39.1166014,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCO&region=US
ChIJEeyuIXeGbIcRt27jVBS4Xyg,winery,InVINtions,CO,-104.8781343,39.5945529,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCO&region=US
ChIJc_5PhQOUQIcR0NXIXTSJREg,winery,Black Bridge Winery,CO,-107.5823771,38.88584460000001,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCO&region=US
ChIJ_btVaoghR4cRc0HMJeQ5k74,winery,Colorado Cellars,CO,-108.394485,39.0755346,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCO&region=US
ChIJzf6FRngSa4cR6Rpo1lMWSHE,winery,Aspen Peak Cellars,CO,-105.4743847,39.4052692,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCO&region=US
ChIJratUYjgr5okRTx7o3xZo9sE,winery,Bishop's Orchards Farm Market & Winery,CT,-72.694592,41.289935,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCT&region=US
ChIJlU9PZnVJ5okRr8M0Re2V00Y,winery,Arrigoni Winery,CT,-72.5932022,41.566462,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCT&region=US
ChIJC8PbxU-c5okRavHiZPtIbUY,winery,Taylor Brooke Winery,CT,-72.009135,41.947457,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCT&region=US
ChIJ1R5uqySi54kR8M0PbkdD9O4,winery,Connecticut Valley Winery Llc,CT,-73.0591896,41.8227619,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCT&region=US
ChIJC_hJXttY3YkRkz0IrNsF4JU,winery,White Silo Farm & Winery,CT,-73.48053,41.5829903,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCT&region=US
ChIJN2D1uC6h54kRb-H_MyQlBHs,winery,Jerram Winery,CT,-73.0012112,41.8557064,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCT&region=US
ChIJ0cPWBeGU54kR6t2ZDiD5O0k,winery,Hawk Ridge Winery,CT,-73.1382979,41.6331515,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BCT&region=US
ChIJn-wDVBFpsocRDk6xmOPMZdU,winery,Wines Aaron DC,DC,-97.49732999999999,35.2186236,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDC&region=US
ChIJe4dOD_C3t4kRIB_oSSiiMko,winery,Cape Venture Wine Co.,DC,-77.030764,38.91985,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDC&region=US
ChIJobAjKRTDt4kR_t6XPsIwy0k,winery,Olney Winery- Production Facility/Corporate Office,DC,-76.8896,39.050801,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDC&region=US
ChIJZYlc2zq2t4kRTmYhHoOR3nk,winery,Wide World of Wines,DC,-77.0702,38.919429,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDC&region=US
ChIJ4bQFTCjGxIcRtIjxkhiRA9Q,winery,Casa De Loco Winery,DE,-92.6205028,38.2370467,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJQ8mL747exIcRstU6S8AuCnw,winery,Casa De Loco Tasting Room,DE,-92.7314208,38.0176395,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJSb-7W7V524ARvVC8uQrFH34,winery,De Portola Wine Trail,DE,-117.0092766,33.542633,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJm1j0UEO-a4gRs2iXDBwzTVI,winery,Chateau de Pique Winery,DE,-85.8988098,38.97500369999999,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJh7a1LzV424ARTe4ZXDGsxc8,winery,Frangipani Estate Winery,DE,-117.0102615,33.5421145,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJyX_TnGnAkIgRFlue601jubM,winery,De Luna Winery,DE,-87.21593519999999,30.4249391,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJ2WlOtEh424ARuCNaRsZSRqM,winery,Danza del Sol Winery,DE,-117.014373,33.5318719,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJ8yTQI3B424ARke9QbXEgufg,winery,Fazeli Cellars Winery,DE,-117.0201254,33.5109023,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJVxZ8mddMa4gRQZ_W1jceyeM,winery,Chateau De Pique Winery,DE,-86.051165,39.904913,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BDE&region=US
ChIJ3Tn5G_KR54gRn4iOCultt2k,winery,Lakeridge Winery & Vineyards,FL,-81.7687658,28.6273311,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJR0vNCAfc54gRaRudZTzP_U4,winery,Whispering Oaks Winery,FL,-82.1201312,28.9151262,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJvQdg-rN23YgRyHi1vqUCYFc,winery,True Blue Winery,FL,-81.597405,28.152931,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJq4UvglP8wogRUvFBNGjXPBk,winery,Florida Winery,FL,-82.7834384,27.7866765,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJuTaEoEEj5ogR6_gH9lwOL1k,winery,Island Grove Wine Company,FL,-82.05986999999999,29.4778426,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJp06QT0KKdYgRQTDXmi2GC4Y,winery,Bunker Hill Vineyard & Winery,FL,-82.1990761,27.5964247,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJL8yoCLV354gRGGwlsMUdm7Y,winery,"Hutchinson Farm Winery, LLC",FL,-81.4915166,28.6359056,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJLznCfk7Qk4gRyDwhTwDc30w,winery,Chautauqua Vineyard & Winery,FL,-86.1201088,30.69340799999999,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJW-JLdJr03ogRL13n7Y4Zvao,winery,Summer Crush Vineyard & Winery,FL,-80.425455,27.51205,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJ1Ul6fYClwogRbw4Uvin04yY,winery,Florida Estates Winery,FL,-82.3971857,28.334493,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJdQ6EMf047IgRWvvnP2YXVaY,winery,Monticello Vineyards & Winery,FL,-83.891559,30.511762,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJy5Rc-gelk4gRH7S8slJ6xoc,winery,Three Oaks Winery,FL,-85.726084,30.606929,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJafCBOxTlwogRO1ySXs93HyQ,winery,Murielle Winery,FL,-82.7087928,27.89136,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJlTe9Ymdd5ogRxgRQ7KsVF44,winery,Log Cabin Winery,FL,-81.669208,29.519742,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJbb2WBSGhwogRR7dwdl0FuiQ,winery,Strong Tower Vineyard & Winery,FL,-82.4938183,28.4161823,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJWRTHWIJbkYgROuQ9SAEDu6M,winery,Emerald Coast Wine Cellars,FL,-86.3767165,30.3771925,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJP11-XFgxw4gRhT4sLm4RtYQ,winery,Fiorelli Winery,FL,-82.30440399999999,27.462751,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJDSm8Z3rA5ogRHwCAy0NmyIQ,winery,Flagler Beachfront Winery,FL,-81.12939469999999,29.484434,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJkdhLSocN5ogRmhx7u9rOrSc,winery,Tangled Oaks Vineyard,FL,-81.91489539999999,29.7288263,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJW3-lBNxe3IgRc0o7n5kgJGU,winery,Henscratch Farms,FL,-81.46696899999999,27.369432,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BFL&region=US
ChIJWfZ3gHpvYIgRBdX42Z0alOU,winery,Georgia Winery,GA,-85.1570126,34.9301151,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BGA&region=US
ChIJAa-VzQpvX4gRydwuFHAQiho,winery,Montaluce Winery & Restaurant,GA,-84.0667897,34.56433980000001,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BGA&region=US
ChIJ8cEkDhEE9YgRldtogB5hjMY,winery,City Winery,GA,-84.367436,33.771957,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BGA&region=US
ChIJqwxIUNFJX4gRV4BNgfvEdCo,winery,Habersham Winery,GA,-83.712183,34.689285,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BGA&region=US
ChIJSaNp8sTu9YgRn5lP9xPqU8c,winery,Chateau Elan Winery & Resort,GA,-83.8177127,34.1017745,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BGA&region=US
ChIJH82JUzUZ9ogRW3ljFB9JGco,winery,Boutier Winery & Events,GA,-83.313791,34.23422,winery,https://maps.googleapis.com/maps/api/place/textsearch/json?key=AIzaSyCKha8eMHL2hgvClp8eklQwjcV6zPSyL1Q&query=winery%2Bin%2BGA&region=US
